desertionNo,happenDt,happenPlace,kindFullNm,upKindCd,upKindNm,kindCd,kindNm,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile1,popfile7,processState,sexCd,neuterYn,specialMark,careRegNo,careNm,careTel,careAddr,careOwnerNm,orgNm,updTm,popfile8,endReason,popfile2,rfidCd,etcBigo,popfile3,adptnTitle,adptnSDate,adptnEDate,adptnConditionLimitTxt,adptnTxt,adptnImg,srvcTitle,srvcSDate,srvcEDate,srvcConditionLimitTxt,srvcTxt,popfile4,popfile5,popfile6,healthChk,sfeSoci,sfeHealth,vaccinationChk,happenYear
450650202302195,20230630,제주시 이도이동 승천로8-10,[개] 믹스견,417000,개,114,믹스견,갈색,2020(년생),14.2(Kg),제주-제주-2023-02141,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307011007982.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307171007984.jpg,종료(자연사),M,N,개체관리번호 1897 - 심장사상충/낡은목줄/경계심,350650201200001,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,문성업,제주특별자치도,2023-07-17 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
450650202302194,20230630,제주시 오라삼동 월구길30-1,[개] 믹스견,417000,개,114,믹스견,흰색,2023(년생),6.8(Kg),제주-제주-2023-02140,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307011007439.jpg,,종료(기증),M,N,개체관리번호 1896 - 6개월,350650201200001,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,문성업,제주특별자치도,2023-07-14 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
450650202302192,20230630,제주시 구좌읍 한동로74,[개] 믹스견,417000,개,114,믹스견,갈색,2018(년생),17.3(Kg),제주-제주-2023-02139,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307010907362.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/07/202307251307837.jpg,종료(안락사),M,N,"개체관리번호 1894 - 좌후지찰과상,생식기찰과상,심장사상충,바베시아/경계심",350650201200001,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,문성업,제주특별자치도,2023-07-25 00:00:00.0,,"공격성,행동장애",,,,,,,,,,,,,,,,,,,,,,,2023
450650202302191,20230630,제주시 구좌읍 송당6길164,[개] 믹스견,417000,개,114,믹스견,검갈,2019(년생),5.7(Kg),제주-제주-2023-02138,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307010907822.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307181407333.jpg,종료(안락사),M,N,개체관리번호 1893 - 경계심,350650201200001,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,문성업,제주특별자치도,2023-07-18 00:00:00.0,,"공격성,행동장애",,,,,,,,,,,,,,,,,,,,,,,2023
450650202302190,20230630,서귀포시 성산읍 금백조로439,[개] 믹스견,417000,개,114,믹스견,검정,2017(년생),21(Kg),제주-제주-2023-02137,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/20230701090780.jpg,,종료(반환),M,N,개체관리번호 1892 - 징목줄/경계심,350650201200001,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,문성업,제주특별자치도,2023-07-03 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
448539202300196,20230630,낙서 내제마을,[개] 믹스견,417000,개,114,믹스견,흰.갈,2023(년생),2.4(Kg),경남-의령-2023-00129,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907332.jpg,,종료(자연사),M,U,"순함,사람잘따름",348539201900001,의령군 동물보호센터,055-570-4202,경상남도 의령군 의령읍 남강로 485-75  ,하영효,경상남도 의령군,2023-07-17 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
448539202300195,20230630,낙서 내제마을,[개] 믹스견,417000,개,114,믹스견,"흰,갈",2023(년생),2.3(Kg),경남-의령-2023-00128,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907450.jpg,,종료(입양),F,U,"순함,사람잘따름",348539201900001,의령군 동물보호센터,055-570-4202,경상남도 의령군 의령읍 남강로 485-75  ,하영효,경상남도 의령군,2023-07-17 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
448539202300194,20230630,낙서 내제마을,[개] 믹스견,417000,개,114,믹스견,흰색,2019(년생),8(Kg),경남-의령-2023-00127,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907495.jpg,,종료(자연사),F,U,"순함,사람잘따름",348539201900001,의령군 동물보호센터,055-570-4202,경상남도 의령군 의령읍 남강로 485-75  ,하영효,경상남도 의령군,2023-11-16 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
448535202300943,20230630,어방동 505-3,[개] 믹스견,417000,개,114,믹스견,흰색,2018(년생),5(Kg),경남-김해-2023-00624,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031407660.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031407933.png,종료(입양),F,U,"김해-610, 미용됨, 허약",348535201200001,유기동물및관리협회,051-971-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) (사)유기동물및보호관리협회,변재갑,경상남도 김해시,2023-07-25 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
446481202300353,20230630,충민공원 인근 도로변,[개] 푸들,417000,개,128,푸들,흰색,2021(년생),4.5(Kg),전남-여수-2023-00337,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030807901.jpg,,종료(입양),M,N,"(신고자 임보 중) 발견당시 스덴목걸이, 주황색 줄 착용. 입소전 검사 완료.",346481200900001,반려동물보호센터,061-659-2474,전라남도 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,여수시청,전라남도 여수시,2023-07-31 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
446481202300352,20230630,연등1길 74-26,[개] 믹스견,417000,개,114,믹스견,흰갈색,2022(년생),10.5(Kg),전남-여수-2023-00336,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030807506.jpg,,종료(입양),M,N,"빨간색 목띠, 철줄착용됨.",346481200900001,반려동물보호센터,061-659-2474,전라남도 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,여수시청,전라남도 여수시,2023-08-23 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
446481202300351,20230630,화산2길 8-1,[개] 믹스견,417000,개,114,믹스견,흰회색,2016(년생),5.0(Kg),전남-여수-2023-00335,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030807468.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030807400.jpg,종료(반환),F,N,온순함. 견주 확인 인계,346481200900001,반려동물보호센터,061-659-2474,전라남도 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,여수시청,전라남도 여수시,2023-07-03 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
444452202301423,20230630,온천대로 1792 자동차 밑,[고양이] 믹스묘,422400,고양이,212,믹스묘,치즈,2024(60일미만)(년생),0.44(Kg),충남-아산-2023-00483,20230703,20230712,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031307487.jpg,,종료(기증),F,N,"1423호(관리) 483호(공고) , 1개월추정",344452202300001,아산동물복지지원센터,041-537-3894,충청남도 아산시 환경공원로 158 (배미동) ,아산시장,충청남도 아산시,2024-04-19 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
444452202301422,20230630,설화산길 76,[개] 믹스견,417000,개,114,믹스견,갈색,2023(년생),12(Kg),충남-아산-2023-00482,20230703,20230712,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401091401961.jpg,,종료(기증),F,N,"1422호(관리) 482호(공고) , 8개월추정",344452202300001,아산동물복지지원센터,041-530-6200,충청남도 아산시 환경공원로 158 (배미동) ,아산시장,충청남도 아산시,2024-02-20 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
444452202301421,20230630,둔포면 신휴길 324-3,[개] 말티즈,417000,개,72,말티즈,흰색,2013(년생),2.3(Kg),충남-아산-2023-00481,20230703,20230712,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307111307837.jpg,,종료(입양),F,U,1421호(관리) 481호(공고),344452202300001,아산동물복지지원센터,041-537-3894,충청남도 아산시 환경공원로 158 (배미동) ,아산시장,충청남도 아산시,2024-01-19 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
444452202301420,20230630,둔포면 신휴길 324-3,[개] 말티즈,417000,개,72,말티즈,흰색,2013(년생),3.3(Kg),충남-아산-2023-00480,20230703,20230712,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307041107744.jpg,,종료(입양),F,U,1420호(관리) 480호(공고),344452202300001,아산동물복지지원센터,041-537-3894,충청남도 아산시 환경공원로 158 (배미동) ,아산시장,충청남도 아산시,2024-01-19 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
444452202301419,20230630,둔포면 신휴길 324-3,[개] 말티즈,417000,개,72,말티즈,흰색,2013(년생),2.6(Kg),충남-아산-2023-00479,20230703,20230712,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202311300811263.jpg,,종료(입양),M,N,1419호(관리) 479호(공고),344452202300001,아산동물복지지원센터,041-537-3894,충청남도 아산시 환경공원로 158 (배미동) ,아산시장,충청남도 아산시,2024-01-18 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
444452202301418,20230630,번영로 179번길 4-7,[고양이] 믹스묘,422400,고양이,212,믹스묘,"검정,회색,흰",2023(60일미만)(년생),0.4(Kg),충남-아산-2023-00478,20230703,20230712,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907104.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907423.jpg,종료(자연사),Q,N,1418호(관리) 478호(공고),344452202300001,아산동물복지지원센터,041-537-3894,충청남도 아산시 환경공원로 158 (배미동) ,아산시장,충청남도 아산시,2023-07-03 00:00:00.0,,자연사,,,,,,,,,,,,,,,,,,,,,,,2023
444451202300625,20230630,보령시 웅천읍 구룡리 주변,[개] 셰퍼드,417000,개,122,셰퍼드,황색,2020(년생),25(Kg),충남-보령-2023-00292,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031007537.jpg,,종료(반환),F,N,웅천읍 구룡리 주변을 배회하여 119에서 구조 인계,344451201300001,보령시유기동물보호소,010-5427-7210,충청남도 보령시 대천방조제로 322 (대천동) 보령시시설관리공단 내 좌측 생태공원2,장경무,충청남도 보령시,2023-07-03 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
443444202300379,20230630,영동교육지원청 화단,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,흰색 바탕에 검정색,2023(60일미만)(년생),0.3(Kg),충북-영동-2023-00147,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907247.jpg,,종료(자연사),Q,U,미등록,343444200900002,최종주동물병원,043-744-4209,"충청북도 영동군 영동읍 계산로 54 (영동읍, 최종주동물병원) ",최종주,충청북도 영동군,2023-08-17 00:00:00.0,,폐사,,,,,,,,,,,,,,,,,,,,,,,2023
442423202300275,20230630,우렁길24,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,회/검,2023(년생),1.2(Kg),강원-속초-2023-00137,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031007760.jpeg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031707279.jpg,종료(자연사),F,N,교통사고,342423201200001,속초시유기동물보호소,033-636-2519,강원도 속초시 하도문길 103 (대포동) ,농업기술센터소장,강원특별자치도 속초시,2023-07-03 00:00:00.0,,교통사고,,,,,,,,,,,,,,,,,,,,,,,2023
441405202302216,20230630,처인구 이동읍 한터로 15번길 7,[개] 믹스견,417000,개,114,믹스견,흰색,2022(년생),6(Kg),경기-용인-2023-00344,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031007629.jpg,,종료(입양),F,U,깨발랄 귀여운 아이,341405201800001,용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,용인시장,경기도 용인시,2023-08-04 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
431372202300331,20230630,가대서길56-17,[개] 푸들,417000,개,128,푸들,흰색,2019(년생),6.5(Kg),울산-북구-2023-00171,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031107390.jpg,,종료(안락사),M,N,"순함, 미용되있음,비숑인지 푸들인지 헷갈림, ",331372201200001,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 화산발리로 543  ,조구래,울산광역시 북구,2024-09-25 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
431372202300330,20230630,화동3길6,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,고등어,2023(60일미만)(년생),0.8(Kg),울산-북구-2023-00170,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907319.jpg,,종료(자연사),F,N,"뒷다리골절,척추골절,기력없음,숨만겨우쉬어가고잇는중",331372201200001,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 화산발리로 543  ,조구래,울산광역시 북구,2024-04-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
431372202300329,20230630,화봉하나로마트,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,삼색,2023(60일미만)(년생),0.29(Kg),울산-북구-2023-00169,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907771.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307241107472.jpg,종료(자연사),F,N,"순함,결막염있음",331372201200001,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 화산발리로 543  ,조구래,울산광역시 북구,2023-07-24 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
431372202300328,20230630,화봉하나로마트,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,삼색,2023(60일미만)(년생),0.36(Kg),울산-북구-2023-00168,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907695[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/20230724110797.jpg,종료(자연사),F,N,"순함, 무늬가눈에띔",331372201200001,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 화산발리로 543  ,조구래,울산광역시 북구,2023-07-24 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
431371202300316,20230630,현대중공업 전하문,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,치즈,2023(60일미만)(년생),0.4(Kg),울산-동구-2023-00171,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031007460.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031007841.jpg,종료(자연사),Q,N,"탈장심함, 기력없음",331371201200001,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,조구래,울산광역시 동구,2023-07-03 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
431370202300636,20230630,삼산로245~247,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,"검,흰",2020(년생),3.4(Kg),울산-남구-2023-00369,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031107597.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031107621.jpg,종료(자연사),Q,N,"척추골절,다리골절, 센타도착후사망",331370201200003,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,조구래,울산광역시 남구,2023-07-03 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
431369202300480,20230630,약사동 817-2,[개] 믹스견,417000,개,114,믹스견,"갈,검",2023(60일미만)(년생),3.8(Kg),울산-중구-2023-00255,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030807863.jpg,,종료(안락사),F,N,"순함,겁많음, 신고자가옷입혀줌",331369201400003,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,조구래,울산광역시 중구,2024-06-10 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
428358202300139,20230630,옹진군 영흥면사무소,[개] 믹스견,417000,개,114,믹스견,갈/흰,2019(년생),22(Kg),인천-옹진-2023-00053,20230703,20230717,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907751[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307181107784.jpg,종료(입양),M,N,경계심심함,328358201000001,인천수의사회유기동물,032-515-7567,인천광역시 계양구 다남로165번길 56 (다남동) 인천수의사회유기동물보호소,박정현,인천광역시 옹진군,2023-07-18 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
428355202300360,20230630,계양구청 당직실(계산119구조대),[개] 믹스견,417000,개,114,믹스견,백색,2018(년생),21.0(Kg),인천-계양-2023-00211,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030007813.jpg,,종료(입양),M,N,사람을 경계함,328355200900001,신영재동물병원,032-552-0075,인천광역시 계양구 장제로 923 (병방동) ,신영재,인천광역시 계양구,2023-12-09 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
428355202300359,20230630,계양구청 당직실(아라뱃길),[개] 말티즈,417000,개,72,말티즈,백색,2017(년생),4.0(Kg),인천-계양-2023-00210,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030007819.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307142007190.jpg,종료(반환),M,Y,순함,328355200900001,신영재동물병원,032-552-0075,인천광역시 계양구 장제로 923 (병방동) ,신영재,인천광역시 계양구,2023-07-14 00:00:00.0,,,,410097800354575,-,,,,,,,,,,,,,,,,,,,,2023
428355202300358,20230630,계산동 주공아파트 정문,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,검정색,2023(60일미만)(년생),1.0(Kg),인천-계양-2023-00209,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030007561.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307201907826.jpg,종료(자연사),M,N,"교통사고,후지찰과상,출혈",328355200900001,신영재동물병원,032-552-0075,인천광역시 계양구 장제로 923 (병방동) ,신영재,인천광역시 계양구,2023-07-20 00:00:00.0,,"원기부족,식욕부진",,,,,,,,,,,,,,,,,,,,,,,2023
428355202300357,20230630,계산체육공원앞 성심부동산,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,치즈색/백색,2023(60일미만)(년생),0.8(Kg),인천-계양-2023-00208,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030007349.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307201907566.jpg,종료(자연사),M,N,"안구염증,기관지염증상있슴",328355200900001,신영재동물병원,032-552-0075,인천광역시 계양구 장제로 923 (병방동) ,신영재,인천광역시 계양구,2023-07-20 00:00:00.0,,"원기부족,식욕부진",,,,,,,,,,,,,,,,,,,,,,,2023
428355202300356,20230630,병방동 영남아파트 관리실,[개] 푸들,417000,개,128,푸들,갈색,2010(년생),5.5(Kg),인천-계양-2023-00207,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307022307621.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307142007160.jpg,종료(반환),M,Y,순함,328355200900001,신영재동물병원,032-552-0075,인천광역시 계양구 장제로 923 (병방동) ,신영재,인천광역시 계양구,2023-07-14 00:00:00.0,,,,410100012329893,-,,,,,,,,,,,,,,,,,,,,2023
428354202300935,20230630,길주로 494 번길 25  영신부동산 앞 ,[개] 믹스견,417000,개,114,믹스견,갈색,2022(년생),2.8(Kg),인천-부평-2023-00404,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307011107884.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031207899.png,종료(반환),M,Y,순하고 사람을 잘따름,328354202000001,조재진동물병원,032-518-3800,인천광역시 부평구 원적로 419 (산곡동) ,이유경,인천광역시 부평구,2023-07-03 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
428353202300816,20230630,남동구 남촌동 343-12,[개] 푸들,417000,개,128,푸들,갈색,2023(년생),3(Kg),인천-남동-2023-00240,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907989.jpg,,종료(반환),F,N,주인반환,328353200900001,인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ",박정현,인천광역시 남동구,2023-07-03 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
428353202300815,20230630,남동구 서창동 579-5,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,검/갈/흰,2023(60일미만)(년생),0.4(Kg),인천-남동-2023-00239,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907257.jpg,,종료(자연사),F,N,"2개월추정,순함",328353200900001,인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ",박정현,인천광역시 남동구,2023-07-11 00:00:00.0,,기력저하,,,,,,,,,,,,,,,,,,,,,,,2023
428353202300814,20230630,남동구 논현동 33-197,[개] 믹스견,417000,개,114,믹스견,갈/검,2023(60일미만)(년생),3(Kg),인천-남동-2023-00238,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907397.jpg,,종료(자연사),M,N,2~3개월추정. 순함,328353200900001,인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ",박정현,인천광역시 남동구,2023-07-25 00:00:00.0,,기력저하,,,,,,,,,,,,,,,,,,,,,,,2023
428353202300813,20230630,남동구 장아산로 200번길 8,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,검/흰,2023(60일미만)(년생),0.6(Kg),인천-남동-2023-00237,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907740.jpg,,종료(자연사),Q,N,2~3개월추정. 기력없음,328353200900001,인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ",박정현,인천광역시 남동구,2023-07-11 00:00:00.0,,기력저하,,,,,,,,,,,,,,,,,,,,,,,2023
427341202300278,20230630,대구 중구 동인동2가,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,삼색,2023(60일미만)(년생),0.73(Kg),대구-중구-2023-00124,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202306301106563.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202306301106585.jpg,종료(자연사),F,N,곰팡이성 피부병이 약간 있음,327341201900001,대구시수의사회(원),053-255-8275,대구광역시 중구 동덕로8길 2 (대봉동) ,박준서,대구광역시 중구,2023-07-11 00:00:00.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202306301106597[1].jpg,,,,,,,,,,,,,,,,,,,,,,,,2023
426340202300189,20230630,철마면 안평리 277-7,[고양이] 믹스묘,422400,고양이,212,믹스묘,갈색,2023(60일미만)(년생),0.3(Kg),부산-기장-2023-00191,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807340[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807355.jpg,종료(자연사),M,N,"영양상태불량, 기력매우저하",326340201100001,사단법인 동부,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,장영철,부산광역시 기장군,2023-07-10 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
426340202300188,20230630,장안읍 수효사,[개] 믹스견,417000,개,114,믹스견,갈색+흰색,2023(년생),1(Kg),부산-기장-2023-00190,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807813.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807822.jpg,종료(입양),F,N,순함,326340201100001,사단법인 동부,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,장영철,부산광역시 기장군,2023-09-13 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
426340202300187,20230630,장안읍 수효사,[개] 믹스견,417000,개,114,믹스견,검정+흰색,2023(년생),1.3(Kg),부산-기장-2023-00189,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807664.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807676.jpg,종료(입양),F,N,순함,326340201100001,사단법인 동부,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,장영철,부산광역시 기장군,2023-09-13 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
