desertionNo,happenDt,happenPlace,kindFullNm,upKindCd,upKindNm,kindCd,kindNm,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile1,popfile7,popfile8,processState,sexCd,neuterYn,specialMark,careRegNo,careNm,careTel,careAddr,careOwnerNm,orgNm,updTm,endReason,rfidCd,etcBigo,popfile2,adptnTitle,adptnSDate,adptnEDate,adptnConditionLimitTxt,adptnTxt,adptnImg,srvcTitle,srvcSDate,srvcEDate,srvcConditionLimitTxt,srvcTxt,popfile3,popfile4,popfile5,popfile6,vaccinationChk,healthChk,sfeSoci,sfeHealth
428356202302144,20231230,서구청 당직실,[개] 골든 리트리버,417000,개,000054,골든 리트리버,금색,2022(년생),35(Kg),인천-서구-2024-00004,20240101,20240111,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301612217.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301612603.jpg,,종료(반환),M,N,칩있음. 반환예정. 순함. 귀여움. 힘&#50068;.,328356201000001,가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) ,양해용,인천광역시 서구,2024-01-01 00:00:00.0,,410160012805409,-,,,,,,,,,,,,,,,,,,,,
428356202302143,20231230,서구 마전동470-11동부건설,[개] 믹스견,417000,개,000114,믹스견,흰색,2024(60일미만)(년생),3.3(Kg),인천-서구-2024-00003,20240101,20240111,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/20231230091264.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401121001588.jpg,,종료(입양),F,N,"목줄없음,온순함",328356201600005,우리동물병원,032-566-0075,인천광역시 서구 서곶로 349 (연희동) 우리동물병원,배세진,인천광역시 서구,2024-06-18 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
428356202302142,20231230,서구 마전동470-11동부건설,[개] 믹스견,417000,개,000114,믹스견,흰색,2024(60일미만)(년생),3.3(Kg),인천-서구-2024-00002,20240101,20240111,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312300912909.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401121001124.jpg,,종료(입양),F,N,"목줄없음,온순함",328356201600005,우리동물병원,032-566-0075,인천광역시 서구 서곶로 349 (연희동) 우리동물병원,배세진,인천광역시 서구,2024-01-12 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
428356202302141,20231230,서구 마전동470-11동부건설,[개] 믹스견,417000,개,000114,믹스견,흰색,2024(60일미만)(년생),3.2(Kg),인천-서구-2024-00001,20240101,20240111,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312300912456.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401121001666.jpg,,종료(입양),M,N,"목줄없음,온순함",328356201600005,우리동물병원,032-566-0075,인천광역시 서구 서곶로 349 (연희동) 우리동물병원,배세진,인천광역시 서구,2024-01-12 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
427344202300423,20231230,대덕초등 부근,[개] 믹스견,417000,개,000114,믹스견,흰+갈색,2018(년생),6(Kg),대구-남구-2024-00002,20240101,20240111,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401011001436.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401021701794.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401150901714.jpg,종료(자연사),M,N,"검정 목줄 착용, 뒷다리 골절",327344201600001,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,임규호,대구광역시 남구,2024-01-15 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
427344202300422,20231230,앞산 네거리,[고양이] 한국 고양이,422400,고양이,000200,한국 고양이,흰+노랑,2023(년생),2.8(Kg),대구-남구-2024-00001,20240101,20240111,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401010901818.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401021701216[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401030901249.jpg,종료(자연사),M,N,"교통사고, 의식 없음",327344201600001,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,임규호,대구광역시 남구,2024-01-03 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
427342202300799,20231230,팔공산 부인사 앞,[고양이] 한국 고양이,422400,고양이,000200,한국 고양이,삼색,2022(년생),4(Kg),대구-동구-2024-00001,20240101,20240111,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401011001585.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401021701663.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401031101156.jpg,종료(자연사),F,N,"교통사고, 의식 없음",327342201400001,대구유기동물보호센터,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,임규호,대구광역시 동구,2024-01-03 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448531202303761,20231230,진주시 정촌면 화개리 1276-1,[개] 믹스견,417000,개,000114,믹스견,갈색,2019(년생),14.5(Kg),경남-진주-2023-00677,20231231,20240110,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312311112851.jpg,,,종료(반환),F,N,"사람좋아함,4살 추정,체인 쇠목줄 착용",348531201000001,진주시동물보호센터,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",농업기술센터소장,경상남도 진주시,2024-01-04 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
446483202301928,20231230,나주시 산포면 산제리144-1 호스공장,[개] 믹스견,417000,개,000114,믹스견,검정,2016(년생),26(Kg),전남-나주-2023-01581,20231231,20240110,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312311712317.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/20231231171237.jpg,,종료(자연사),M,N,매일 공장으로 출몰포획구조,346483202100001,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,조왕애,전라남도 나주시,2024-01-30 00:00:00.0,장염설사로인하여폐사,,,,,,,,,,,,,,,,,,,,,,
446483202301927,20231230,나주시 대호동 서진축산앞,[개] 믹스견,417000,개,000114,믹스견,흰검,2023(60일미만)(년생),26(Kg),전남-나주-2023-01580,20231231,20240110,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312311712412.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312311712900.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312311712202.jpg,종료(입양),M,N,대호동 서진축산앞구조,346483202100001,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,조왕애,전라남도 나주시,2024-01-30 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
446481202301052,20231230,신월동 히든베이 인근,[개] 푸들,417000,개,000128,푸들,검정색,2020(년생),6.8(Kg),전남-여수-2023-00687,20231231,20240110,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312310912131.jpg,,,종료(반환),M,N,목띠 착용. 인식표 착용. 견주 확인 인계,346481200900001,반려동물보호센터,061-659-2474,전라남도 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,여수시청,전라남도 여수시,2023-12-31 00:00:00.0,,410160011883699,-,,,,,,,,,,,,,,,,,,,,
442418202301158,20231230,방송길 36번길 56,[개] 골든 리트리버,417000,개,000054,골든 리트리버,연갈색,2022(년생),20(Kg),강원-춘천-2023-00593,20231231,20240110,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312311012300.jpg,,,종료(반환),M,U,온순함.,342418201300001,춘천시 동물보호센터,033-245-5351,강원도 춘천시 신북읍 영서로 3282 (신북읍) (전)102보충대 주차장,춘천시장,강원특별자치도 춘천시,2023-12-31 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
442418202301157,20231230,학곡서2길 7,[개] 진도견,417000,개,000067,진도견,흰색,2023(년생),18(Kg),강원-춘천-2023-00592,20231231,20240110,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312311012641.jpg,,,종료(반환),M,U,"온순함, 검정목줄, 칩있음",342418201300001,춘천시 동물보호센터,033-245-5351,강원도 춘천시 신북읍 영서로 3282 (신북읍) (전)102보충대 주차장,춘천시장,강원특별자치도 춘천시,2024-01-02 00:00:00.0,,410160010580367,-,,,,,,,,,,,,,,,,,,,,
448548202300750,20231230,가야면,[개] 믹스견,417000,개,000114,믹스견,갈색,2023(년생),2(Kg),경남-합천-2023-00568,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301312239.jpg,,,종료(안락사),M,N,마을배회,348548201700001,태민동물보호센터,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",성태민,경상남도 합천군,2024-02-12 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448548202300749,20231230,가야면,[개] 믹스견,417000,개,000114,믹스견,갈색,2023(년생),2(Kg),경남-합천-2023-00567,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301312442.jpg,,,종료(안락사),M,N,마을배회 ,348548201700001,태민동물보호센터,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",성태민,경상남도 합천군,2024-02-12 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448548202300748,20231230,가야면,[개] 믹스견,417000,개,000114,믹스견,검은색,2023(년생),3(Kg),경남-합천-2023-00566,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301312979.jpg,,,종료(안락사),F,N,마을배회,348548201700001,태민동물보호센터,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",성태민,경상남도 합천군,2024-02-12 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448548202300747,20231230,가야면,[개] 믹스견,417000,개,000114,믹스견,갈색,2023(년생),7(Kg),경남-합천-2023-00565,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301212939.jpg,,,종료(자연사),M,N,마을배회,348548201700001,태민동물보호센터,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",성태민,경상남도 합천군,2024-03-15 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448548202300746,20231230,가야면,[개] 믹스견,417000,개,000114,믹스견,갈색,2023(년생),3(Kg),경남-합천-2023-00564,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301212712.jpg,,,종료(안락사),M,N,마을배회,348548201700001,태민동물보호센터,010-2868-2108,"경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원",성태민,경상남도 합천군,2024-02-12 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448537202301180,20231230,연초면,[개] 골든 리트리버,417000,개,000054,골든 리트리버,갈색,2017(년생),50(Kg),경남-거제-2023-00692,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/20231230131283.jpg,,,종료(반환),Q,U,"순함, 덩치큼",348537200900002,거제시동물보호센터,055-639-6368,경상남도 거제시 사등면 두동로1길 107  거제시동물보호센터,거제시청,경상남도 거제시,2024-01-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448531202303760,20231230,진주시 이반성면 길성리 890-6,[개] 믹스견,417000,개,000114,믹스견,갈색+흰색+검정색,2018(년생),8.6(Kg),경남-진주-2023-00676,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301912666.jpg,,,종료(안락사),M,N,"사람좋아함, 1개월 추정",348531201000001,진주시동물보호센터,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",농업기술센터소장,경상남도 진주시,2024-07-23 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448531202303759,20231230,진주시 이반성면 길성리 890-6,[개] 믹스견,417000,개,000114,믹스견,검정색+갈색,2017(년생),25.3(Kg),경남-진주-2023-00675,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301912838.jpg,,,종료(안락사),M,N,겁많고 소심하며 자기방어적임,348531201000001,진주시동물보호센터,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",농업기술센터소장,경상남도 진주시,2024-01-30 00:00:00.0,인도적 처리,,,,,,,,,,,,,,,,,,,,,,
447513202301375,20231230,자인 계림리,[고양이] 한국 고양이,422400,고양이,000200,한국 고양이,고등어 태비,2023(년생),1.24(Kg),경북-경산-2023-00757,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312302012128.jpg,,,종료(입양),F,N,"생후 4개월령 추정, 고등어 태비, 감기, 허피스 바이러스 감염",347513201800003,경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면) ,박병용,경상북도 경산시,2024-01-17 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447513202301374,20231230,하양 도리리,[고양이] 한국 고양이,422400,고양이,000200,한국 고양이,고등어 태비,2023(년생),0.7(Kg),경북-경산-2023-00756,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312302012619.jpg,,,종료(입양),F,N,"생후 70일령 추정, 우측 안와부종, 고름이 차 있음, 허피스 바이러스 양성",347513201800003,경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면) ,박병용,경상북도 경산시,2024-01-10 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447513202301373,20231230,용성 송림리,[개] 믹스견,417000,개,000114,믹스견,"흰색, 크림색",2018(년생),13.6(Kg),경북-경산-2023-00755,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312302012612.jpg,,,종료(안락사),F,N,인근 동네에서 배회하여 구조,347513201800003,경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면) ,박병용,경상북도 경산시,2024-02-08 00:00:00.0,사람 및 동물 공격 (교상가함),,,,,,,,,,,,,,,,,,,,,,
447513202301369,20231230,백천동,[개] 믹스견,417000,개,000114,믹스견,"흰색, 갈색",2022(년생),15(Kg),경북-경산-2023-00751,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312302012714.jpg,,,종료(안락사),M,N,"노란색 줄무늬가 있는 청색 목태착용, 인근 아파트 단지내에서 구조, 좌측전지, 우측후지 경미한 외상",347513201800003,경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면) ,박병용,경상북도 경산시,2024-05-14 00:00:00.0,사람 및 동물공격 (교상가함),,,,,,,,,,,,,,,,,,,,,,
447513202301368,20231230,남천 삼성리,[개] 스피츠,417000,개,000124,스피츠,흰색,2021(년생),3.5(Kg),경북-경산-2023-00750,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312302012351.jpg,,,종료(입양),M,N,인근 가정집에 들어와서 구조,347513201800003,경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면) ,박병용,경상북도 경산시,2024-02-06 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447508202301040,20231230,황상1주공 앞 세븐일레븐,[개] 웰시 코기 카디건,417000,개,000205,웰시 코기 카디건,"흰,갈",2020(년생),9.5(Kg),경북-구미-2023-00455,20231230,20240111,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301412269.png,,,종료(반환),M,N,사람을 잘 따르고 좋아함,347508202300005,반려동물 입양센터,054-716-0211,경상북도 구미시 인동22길 43-4 (진평동) ,최승훈,경상북도 구미시,2023-12-30 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447508202301039,20231230,진평동  212번지,[개] 말티푸,417000,개,000115,기타,"흰,갈",2023(년생),3.2(Kg),경북-구미-2023-00454,20231230,20240111,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301412780.png,,,종료(입양),M,N,"초록색 목줄 착용, 사람을 잘 따르고 활발함",347508202300005,반려동물 입양센터,054-716-0211,경상북도 구미시 인동22길 43-4 (진평동) ,최승훈,경상북도 구미시,2024-01-12 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447508202301038,20231230,고아읍 원대로 343번지,[개] 믹스견,417000,개,000114,믹스견,갈색,2019(년생),7.5(Kg),경북-구미-2023-00453,20231230,20240111,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301112806.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301112217.jpg,,종료(안락사),F,N,오른쪽 눈 실명상태,347508202000001,구미시 동물보호센터,054-471-5718,경상북도 구미시 옥성면 선상동로 1358  애니멀 케어 센터,구미시장,경상북도 구미시,2024-06-23 00:00:00.0,건강상태악화,,,,,,,,,,,,,,,,,,,,,,
447505202301827,20231230,동성로 112,[개] 시바,417000,개,000100,시바,"검정, 흰색",2014(년생),20(Kg),경북-경주-2023-01290,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301112884.jpg,,,종료(반환),M,Y,주인에게 반환 예정,347505201700001,경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경주시장,경상북도 경주시,2023-12-30 00:00:00.0,,410160020136305,-,,,,,,,,,,,,,,,,,,,,
447502202302268,20231230,경상북도 포항시 남구 희망대로 1040 포항운하관,[개] 치와와,417000,개,000032,치와와,황백흑,2022(년생),2.4(Kg),경북-포항-2023-01240,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301412882.jpg,,,종료(입양),M,N,"빨간색 옷 착용, 혀가 멜롱~ 나와있는 타입, 반짝이는 눈이 넘나 이쁨, 빨리 찾으러와주세요~",347502201600001,(사)영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,김태연,경상북도 포항시,2024-01-13 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
446482202301300,20231230,두산위브 앞 신협,[개] 믹스견,417000,개,000114,믹스견,"흰색, 귀 갈색",2019(년생),6.6(Kg),전남-순천-2023-00804,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301712445.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301712677.jpg,,종료(반환),M,N,"심장사상충-양성,종합백신접종,코로나접종,광견병접종,데피니트,스팟라인",346482201600003,순천시유기동물보호소,061-749-8793,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",순천시 동물자원과,전라남도 순천시,2024-01-15 00:00:00.0,,410160012600920,,,,,,,,,,,,,,,,,,,,,
445464202304009,20231230,한국농수산대학,[개] 믹스견,417000,개,000114,믹스견,"흰색, 검은색",2023(60일미만)(년생),1.5(Kg),전북-전주-2023-01870,20231230,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301912394.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301912433.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301912622.jpg,종료(입양),F,N,사람손을 잘 타고 양쪽 눈 주변 검정털,345464201700001,링크늘푸른동물병원,063-281-0075,전라북도 전주시 완산구 서원로 225 (중화산동2가) ,이상훈,전북특별자치도 전주시,2024-01-10 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
445464202304008,20231230,중산초등학교,[개] 말티즈,417000,개,000072,말티즈,흰색,2019(년생),2.6(Kg),전북-전주-2023-01869,20231230,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/20231230171246.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/20231230171273.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/20231230171297.jpg,종료(입양),M,N,"순함, 얌전함",345464202200001,효자동물병원,063-224-6672,전라북도 전주시 완산구 백제대로 121 (효자동1가) ,송태섭,전북특별자치도 전주시,2024-01-10 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
445464202304007,20231230,대성동 왕의지밀 주차장,[개] 믹스견,417000,개,000114,믹스견,갈색,2023(60일미만)(년생),1(Kg),전북-전주-2023-01868,20231230,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301312119.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301312143.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301312170.jpg,종료(입양),M,N,5마리 함께 발견 ,345464201100001,박영재동물병원,063-284-7774,전라북도 전주시 완산구 전주천서로 111 (서서학동) ,박영재,전북특별자치도 전주시,2024-01-09 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
445464202304006,20231230,대성동 왕의지밀 주차장,[개] 믹스견,417000,개,000114,믹스견,크림,2023(60일미만)(년생),0.6(Kg),전북-전주-2023-01867,20231230,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301312743.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301312769.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301312790.jpg,종료(입양),F,N,5마리 함께 발견 ,345464201100001,박영재동물병원,063-284-7774,전라북도 전주시 완산구 전주천서로 111 (서서학동) ,박영재,전북특별자치도 전주시,2024-01-09 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
445464202304005,20231230,대성동 왕의지밀 주차장,[개] 믹스견,417000,개,000114,믹스견,갈색 ,2023(60일미만)(년생),0.7(Kg),전북-전주-2023-01866,20231230,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301212569.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301212595.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301212616.jpg,종료(입양),F,N,5마리 함께 발견 ,345464201100001,박영재동물병원,063-284-7774,전라북도 전주시 완산구 전주천서로 111 (서서학동) ,박영재,전북특별자치도 전주시,2024-01-09 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
445464202304004,20231230,대성동 왕의지밀 주차장,[개] 믹스견,417000,개,000114,믹스견,갈색,2024(60일미만)(년생),0.7(Kg),전북-전주-2023-01865,20231230,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301212724.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301212751.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301212773.jpg,종료(입양),F,N,5마리 함께 발견 ,345464201100001,박영재동물병원,063-284-7774,전라북도 전주시 완산구 전주천서로 111 (서서학동) ,박영재,전북특별자치도 전주시,2024-04-12 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
445464202304003,20231230,대성동 왕의지밀 주차장,[개] 믹스견,417000,개,000114,믹스견,갈색,2023(60일미만)(년생),0.7(Kg),전북-전주-2023-01864,20231230,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301212803.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301212853.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301212890.jpg,종료(입양),F,N,5마리 함께 발견,345464201100001,박영재동물병원,063-284-7774,전라북도 전주시 완산구 전주천서로 111 (서서학동) ,박영재,전북특별자치도 전주시,2024-01-09 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
445464202304002,20231230,장승배기로 398,[고양이] 한국 고양이,422400,고양이,000200,한국 고양이,삼색,2023(60일미만)(년생),0.4(Kg),전북-전주-2023-01863,20231230,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301112247[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301112387.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301112451.jpg,종료(자연사),F,N,"눈꼽, 후구마비",345464201200001,행복한동물병원,063-244-0090,전라북도 전주시 덕진구 인후동1가 806-6,김창진,전북특별자치도 전주시,2024-01-02 00:00:00.0,교통사고,,,,,,,,,,,,,,,,,,,,,,
444568202301231,20231230,당진시 읍내동 1143-1,[개] 믹스견,417000,개,000114,믹스견,흰.검.회,2018(년생),4.30(Kg),충남-당진-2023-00550,20231230,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/20231230151290.jpg,,,종료(입양),M,U,"입양확정. 사람 좋아함,견주 통화완료",344568201700001,당진시동물보호소,041-356-8210,충청남도 당진시 고대면 삼포길 180  ,당진시장,충청남도 당진시,2024-01-21 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
443571202303366,20231230,미원면 가양길 98-2,[개] 진도견,417000,개,000067,진도견,흰색,2021(년생),17(Kg),충북-청주-2023-01250,20231230,20240109,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312301612782.jpg,,,종료(입양),M,N,"파란색 목줄, 쇠 리드줄, 겁많으나 순함, 오래 떠돌아 다녔으며 살짝 마른 상태",343571201600001,반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,청주시청,충청북도 청주시,2025-07-01 17:07:15.0,,,,,,,,,,,,,,,,,,,,,,,
